Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,monthly_debt_to_annual_income,part_of_loan_to_pay,months_to_pay,was_bankrupt,was_problems,is_tax_liens,was_delinquent_in_last_month
Home Mortgage,0.35792728964990134,2 years,-0.1031789807490464,0.1748283522297267,0.1945622990214026,2.839572942334395,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Long Term,-0.35883889252458867,7.851439522820013,2.0421105746190773,-0.2751121770641495,0.0,1.5847504023921473,-2.973460250178003,3.0209875765382437,0,0,0,1
Rent,0.9700709038423095,4 years,-0.1031789807490464,0.7877593522170818,-0.4255925203047232,-0.07633050290954625,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Long Term,-0.35103201917008575,-0.04680529976374691,0.3244278808631571,-0.2751121770641495,1.0,-0.5227490342796569,0.3567790052733765,-0.32437318744949234,0,0,0,1
Rent,-0.5329681886710613,5 years,-0.1031789807490464,0.37913868555884506,-0.5383479420003826,-0.4650484764420016,-0.3264900671789613,1.9097553814606507,-0.3273751528441557,other,Long Term,-0.3633313845341882,-0.7764123142027337,-0.24618898093913685,-0.23092638253544442,1.0,0.30024148357054375,0.5170776349193511,-0.9419920376391144,0,0,0,0
Rent,-0.028531975530969596,10+ years,-0.1031789807490464,-1.0510336477449835,2.435576305222631,0.04280307008359484,-0.3264900671789613,0.982155745732419,-0.3273751528441557,debt consolidation,Short Term,-0.36632615009199493,0.15378685095062872,-0.7170683376419335,-0.22820725671829337,0.0,-0.9398060700445087,-0.3005833794166657,1.0132305261841472,0,0,0,0
Own Home,-0.14270083791466365,10+ years,-0.1031789807490464,-0.029481981099391662,0.053618021901828496,0.5558410541144503,-0.3264900671789613,-0.3871580022473513,-0.3273751528441557,debt consolidation,Long Term,-0.3596334642447688,0.6960569532221625,-0.31448381493947064,-0.25064004470978973,1.0,-0.3452679409444775,-0.10125989026620436,1.0737775302943662,0,0,0,0
Rent,-0.7444274954359537,10+ years,-0.1031789807490464,-0.23379231442851003,-0.11551511064166031,-0.12938665509100442,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.3611016348280773,0.2598856487618342,-0.5963690518096603,-0.24656135598406312,0.0,0.053962817896280546,0.027155430674667982,0.9368642813731335,0,0,0,1
Rent,-0.31954341838331646,2 years,-0.1031789807490464,0.37913868555884506,-1.0457473396308492,-0.5792163113981926,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.3696446555115706,-0.6844220964758064,0.7849953938183786,-0.23432528980688327,0.0,1.4627043057535611,0.2622263555578484,-0.9307106596158699,0,0,0,1
Rent,-0.2027334643907894,< 1 year,-0.1031789807490464,-1.2553439810741018,-1.8068464360765495,-0.4148614173485591,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.3629725900377055,-0.47296406351910364,-0.8074237553973256,-0.23772419707832212,0.0,-0.945967832627996,0.3456257600195734,-0.15763422337400518,0,0,0,1
Rent,0.42182942243664295,7 years,-0.1031789807490464,0.9920696855462001,-0.4960646588645103,0.18387417022664002,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.34855482498364193,1.1726197571173198,2.1993239301148955,4.051016998023216,1.0,1.6291005448795557,0.09004540505269508,-0.14841342237473945,0,0,0,1
Home Mortgage,-0.2027334643907894,10+ years,-0.1031789807490464,0.7877593522170818,-0.270553815473192,-0.2548322328777799,-0.3264900671789613,0.010384698779033643,-0.3273751528441557,other,Long Term,-0.35839211776843205,-0.26645541147906293,0.6910899970679195,-0.23772419707832212,0.0,1.0730001055116207,0.3350673854843469,-0.6109798946843391,0,0,0,0
Home Mortgage,-0.2027334643907894,3 years,-0.1031789807490464,2.2179316855209104,-1.341730321581955,0.31830221637358747,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.36911814864508447,0.17574617317857794,0.3023672971080988,-0.23772419707832212,1.0,0.5492687305043389,-0.9363932515974217,-0.11316507131744842,0,0,0,1
Rent,-0.2027334643907894,3 years,-0.1031789807490464,-1.4596543144032201,-0.8907086347993178,-0.014600861623548546,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,buy a car,Long Term,-0.3692398088479148,-0.34894509342343183,-0.6958529869809387,-0.23772419707832212,0.0,-0.7956470204928338,-0.2038853574605042,-0.031756633766639904,0,0,0,1
Home Mortgage,0.6343697341391041,10+ years,-0.1031789807490464,1.6050006855335552,0.5187341363964231,0.19186349097942199,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.3634777891850518,0.30977768397922145,0.5764763895129039,-0.23772419707832212,0.0,-0.10125568531346901,-0.1370855314506011,-0.13008248622927257,0,0,0,1
Home Mortgage,-0.2027334643907894,2 years,-0.1031789807490464,1.400690352204437,-0.1296095383536179,0.6528605403830402,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,major purchase,Short Term,-0.3710674612734847,1.395910792725353,2.08006154054253,-0.23772419707832212,0.0,2.944380337191259,-5.738383691677145,-0.014703910319074434,0,0,0,1
Rent,-0.2027334643907894,9 years,-0.1031789807490464,-0.6424129810867467,-0.270553815473192,-0.4415439830671044,-0.3264900671789613,0.8496415120569574,-0.3273751528441557,debt consolidation,Short Term,-0.3684637954637597,-0.5299103887786301,-0.4987446294453218,-0.23772419707832212,0.0,-0.5300802523873802,0.14905957595877273,-0.5165896580131977,0,0,0,0
Rent,-0.2027334643907894,7 years,-0.1031789807490464,-0.23379231442851003,-1.2712581830221679,-0.16547101815950863,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Long Term,-0.36286055267577694,-0.4084514432950248,0.1299397459191372,-0.23772419707832212,1.0,0.31695474811363356,0.3116349446914531,-0.600945796061573,0,0,0,1
Rent,-0.2027334643907894,2 years,-0.1031789807490464,-0.6424129810867467,-1.8068464360765495,-0.2243757062511525,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.3563458893852347,-0.3598678651015827,-0.27027812411994767,-0.23772419707832212,0.0,-0.22226422571969537,0.3965149918497127,-0.391031964307226,0,0,0,1
Home Mortgage,1.3867491706870376,9 years,-0.1031789807490464,1.400690352204437,0.06771244961378611,-0.2912476451487474,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,other,Short Term,-0.36205635811469505,-0.4084514432950248,0.5811251715302533,-0.2513198261640775,0.0,-0.544964151786692,0.3306467227326392,-0.6996428737119967,0,0,0,1
Own Home,-0.2027334643907894,10+ years,-0.1031789807490464,-0.23379231442851003,-0.6088200805601697,-0.4601048083518824,1.6169031898386654,1.6888983253348813,2.534295763625736,debt consolidation,Short Term,-0.36635914268937264,-0.436156598541168,0.44986047202218604,-0.23772419707832212,1.0,0.747988288970898,0.2003231506492959,-0.6988592540597522,1,1,0,0
Rent,-0.8597756359333592,3 years,-0.1031789807490464,0.1748283522297267,1.1811722388584212,0.8938202198826909,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,other,Short Term,-0.37145306225533686,0.2743355654610547,-0.9607490386604511,-0.23432528980688327,0.0,-0.5449797723165578,-3.3384140521596573,2.223293916795702,0,0,0,1
Rent,-0.2584666394106753,10+ years,-0.1031789807490464,0.1748283522297267,1.1811722388584212,-0.4504381716399528,1.6169031898386654,0.3195845773551108,2.534295763625736,debt consolidation,Short Term,-0.3662581028599034,-0.5233112142230805,-0.609892781314677,-0.24792091889263868,0.0,-0.6314853401445988,0.2793306105005316,-0.43953186472149625,1,1,0,0
Rent,-0.2027334643907894,10+ years,-0.1031789807490464,1.1963800188753184,-1.172597189038466,0.21931850483704843,-0.3264900671789613,0.23124175490480306,-0.3273751528441557,home improvements,Long Term,-0.3552440741019746,-0.22464167614864147,-0.44397352495000453,-0.23772419707832212,1.0,-0.45628639915739144,0.36348338127344,-0.07853076931418745,0,0,0,0
Rent,-0.1442977770269813,2 years,-0.1031789807490464,-0.4381026477576284,-0.5383479420003826,-0.05386329703570082,-0.3264900671789613,1.2913556243084963,-0.3273751528441557,business loan,Short Term,-0.36505249836405923,0.09194803421026392,-0.9031886649547243,-0.23432528980688327,1.0,-1.1072872403174778,-0.1187577103470163,1.452879268244131,0,0,0,0
Home Mortgage,-0.005658893783773737,8 years,-0.1031789807490464,0.5834490188879634,0.5892062749562101,-0.3451424553097794,1.6169031898386654,-0.6963578808234285,2.534295763625736,debt consolidation,Long Term,2.7511385336896237,-0.28562715135165073,0.31411603711558195,-0.29278649487563146,0.0,0.27583296737179896,0.5730493676759394,-0.5360406921945795,1,1,0,1
Rent,-0.2027334643907894,2 years,-0.1031789807490464,-0.8467233144158651,-1.5672411649732736,-0.6094962784501728,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.3704715324833497,-0.7431888836816913,-0.9528038475762539,-0.23772419707832212,0.0,-1.141840406016238,0.29358654464287387,-0.6999459698758326,0,0,0,1
Home Mortgage,-0.2027334643907894,2 years,-0.1031789807490464,-0.029481981099391662,-0.3410259540329788,0.00029635248730181245,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Long Term,-0.35857014032511597,-0.32670132401636404,0.30828392876654354,-0.23772419707832212,1.0,0.5572402887236279,0.3561975111561701,-0.5716010766625812,0,0,0,1
Rent,-0.24765659003498663,10+ years,-0.1031789807490464,0.5834490188879634,-0.46787580344059554,-0.36624132448010965,1.6169031898386654,-0.3429865910221974,2.534295763625736,other,Long Term,-0.3660491497431778,-0.6713944156721785,-0.9000613025066893,-0.2404433228954732,1.0,-1.0440743059542565,0.4092647453975062,-0.543230848734695,1,1,0,0
Rent,-0.035755053977452496,9 years,-0.1031789807490464,0.9920696855462001,-0.2423649600492768,0.206032396844853,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.35914407405033255,0.26972752115933474,1.2138666657462174,-0.2336455083525955,0.0,1.407252119627417,0.09945999683986947,-0.3706546495573835,0,0,0,1
Own Home,0.4853384625188141,10+ years,-0.1031789807490464,-1.6639646477323387,0.6455839858040396,-0.5227834573516084,-0.3264900671789613,0.7612986896066497,-0.3273751528441557,debt consolidation,Long Term,-0.3492304858841065,-0.6252570832191557,0.16620024565446295,-0.24384223016691206,0.0,-0.35633388108447245,0.5139182748406211,-0.8235977786824803,0,0,0,0
Home Mortgage,0.7668174072853263,3 years,-0.1031789807490464,1.6050006855335552,0.40597871470076374,-0.5042226320668304,-0.3264900671789613,-0.12212953489642801,-0.3273751528441557,debt consolidation,Short Term,-0.3697243876219001,-0.5409469393284283,0.9395040034131931,-0.23024660108115666,0.0,0.09840929473725545,0.011813298252016862,-0.8421187596407452,0,0,0,0
Home Mortgage,-0.2027334643907894,4 years,-0.1031789807490464,-0.4381026477576284,0.02542916647791378,-0.48288099348136027,-0.3264900671789613,0.4520988110305725,-0.3273751528441557,debt consolidation,Short Term,-0.3691050890752891,-0.5901563013159311,-0.5752382244580718,-0.23772419707832212,0.0,-0.6331411122224726,0.16835558236033854,-0.5775527609601773,0,0,0,0
Rent,-0.6098423807086293,1 year,-0.1031789807490464,-0.23379231442851003,0.23684558215727491,-0.4824175245979116,1.6169031898386654,0.7171272783814958,2.534295763625736,debt consolidation,Short Term,-0.3698996607954692,-0.5247334501186731,0.3596741008856066,-0.2649154552498329,0.0,1.5736089639718738,-0.047370402226479764,-0.7595891826727241,1,1,0,0
Rent,-0.2027334643907894,9 years,-0.1031789807490464,-0.4381026477576284,0.25094000986923254,-0.16622139635175887,-0.3264900671789613,0.5404416334808803,-0.3273751528441557,debt consolidation,Short Term,-0.36265503628794493,-0.02877134860763316,-0.5609537851683981,-0.23772419707832212,0.0,-0.6138954930930464,0.10629254843336008,0.37267859601046244,0,0,0,0
Home Mortgage,0.24036800268928676,10+ years,-0.1031789807490464,0.5834490188879634,0.02542916647791378,0.5092072564607809,-0.3264900671789613,-0.07795812367127412,-0.3273751528441557,debt consolidation,Short Term,2.7511385336896237,1.6135128847510154,1.4764805880717582,-0.23976354144118545,0.0,1.2076067252627882,0.5695093514472097,0.31628432104641957,0,0,0,0
Rent,-0.7056341591536526,8 years,-0.1031789807490464,-1.0510336477449835,-0.9329919179351902,-0.5363123347589436,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.3704735945206858,-0.6709393001855889,-1.2131356405478233,-0.24112310434976097,0.0,-1.2682121288699033,0.13676996691318244,-0.050388626939290526,0,0,0,1
Rent,-0.3632258451787131,1 year,-0.1031789807490464,-0.029481981099391662,0.9274725400431878,-0.09780456117600166,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.3628529918722112,-0.1406159794370326,-0.3918226430462843,-0.23092638253544442,0.0,-0.20109882403333335,0.16049987341078517,-0.000819901712201882,0,0,0,1
Own Home,-0.14302022573712717,2 years,-0.1031789807490464,0.1748283522297267,-0.2282705323373197,0.6060281132078928,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Long Term,-0.35701605151946963,1.5744298423401317,-0.10934574301025018,-0.24860070034692644,1.0,-0.07906278088916902,-0.30861331564445127,1.795773141527674,0,0,0,1
Home Mortgage,0.908379917518777,10+ years,-0.1031789807490464,2.626552352179147,1.6603827810649734,1.5381743875573384,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Long Term,-0.34893492719926444,2.2986892498116904,2.6527069617705767,-0.2404433228954732,0.0,1.3184898949439934,-0.1882532962928607,0.2033621666509466,0,0,0,1
Rent,-0.2027334643907894,2 years,-0.1031789807490464,0.5834490188879634,-0.045042972081873266,0.81935621927527,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Long Term,-0.3568174085894246,0.1389387082006423,-0.5129445454255892,-0.23772419707832212,1.0,-0.5492119921136734,0.21364380327894225,0.5785804771277495,0,0,0,1
Rent,-0.483831600599749,3 years,-0.1031789807490464,0.1748283522297267,1.928176907592164,-0.43520990832663914,1.6169031898386654,1.468041269209112,2.534295763625736,debt consolidation,Short Term,-0.3689786174520079,-0.6073369109346893,-0.11965758675782533,-0.25064004470978973,0.0,0.420094526431951,0.204554206003669,-0.7538439631011519,1,1,0,0
Rent,-0.2027334643907894,2 years,-0.1031789807490464,0.5834490188879634,-0.35512038174493615,-0.3706332438994567,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,other,Short Term,-0.3709664214440155,-0.6925003963627723,-0.8378521467836129,-0.23772419707832212,0.0,-0.9869644177557677,0.09575658700423549,-0.6391709424745358,0,0,0,1
Home Mortgage,0.16464852047139455,6 years,-0.1031789807490464,-0.23379231442851003,-0.3692148094568938,-0.30482066244974443,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.3647507535672088,-0.16263219110080554,0.878309127402993,4.207366732509403,1.0,0.686239572794051,0.08240160529902112,-0.574156677766377,0,0,0,1
Home Mortgage,-0.7619938256714478,< 1 year,-0.1031789807490464,-0.8467233144158651,-1.6659021589569754,-0.5295589310286913,1.6169031898386654,-0.6963578808234285,2.534295763625736,home improvements,Short Term,-0.3649040316758595,-0.8043450271921717,-0.043079468435668865,-0.2404433228954732,1.0,1.2741327683248602,0.5259104957131445,-0.9900368643878527,1,1,0,1
Home Mortgage,0.03733562077862449,10+ years,-0.1031789807490464,-0.029481981099391662,-0.07323182750578798,-0.39076103540922785,-0.3264900671789613,0.628784455931188,-0.3273751528441557,debt consolidation,Long Term,-0.3576209158047278,-0.42233246563600824,0.09384829280262416,-0.27103348833842283,0.0,-0.034715284936504893,0.4053502310522354,-0.6049315623541108,0,0,0,0
Home Mortgage,-0.7976178520231492,2 years,-0.1031789807490464,0.1748283522297267,-1.0457473396308492,-0.43825556098930185,1.6169031898386654,-0.6963578808234285,2.534295763625736,debt consolidation,Short Term,-0.3673392977698024,-0.4793356803313583,0.06037706227770809,-0.26559523670412066,0.0,1.6290329581863994,0.18057801238345822,-0.6549538271584233,1,1,0,1
Home Mortgage,-0.1281564078455552,7 years,-0.1031789807490464,-0.029481981099391662,-0.2564593877612344,-0.32558848241761135,-0.3264900671789613,1.1588413906330346,-0.3273751528441557,debt consolidation,Short Term,-0.3629210391043028,-0.41408349744157136,-0.10444339106468166,-0.23024660108115666,0.0,-0.09023329040260761,0.31328751530036253,-0.5318743271607526,0,0,0,0
Rent,1.3434352683021757,3 years,-0.1031789807490464,-0.8467233144158651,1.8436103413204195,-0.10093849362598796,-0.3264900671789613,-0.03378671244612024,-0.3273751528441557,debt consolidation,Short Term,2.7511385336896237,0.5776131478372136,1.3175767663878133,-0.23772419707832212,0.0,-0.03469902164853621,0.571440279030379,-0.21511013965231615,0,0,0,0
Home Mortgage,-0.10516048462818108,10+ years,-0.1031789807490464,0.1748283522297267,1.420777509961697,-0.05081764437303808,-0.3264900671789613,0.4520988110305725,-0.3273751528441557,debt consolidation,Long Term,-0.3650236298413537,-0.3047420017884148,-0.5392312946509652,-0.23568485271545883,0.0,-0.6669778011522021,0.16762229846589552,-0.11880201191059024,0,0,0,0
Rent,-0.2027334643907894,10+ years,-0.1031789807490464,-0.23379231442851003,-0.1296095383536179,0.08921616826895529,-0.3264900671789613,-0.1663009461215819,-0.3273751528441557,debt consolidation,Short Term,-0.3677448317792369,0.5641872409828198,0.11827552922106038,-0.23772419707832212,0.0,0.3012393904813207,-0.9710575702102376,0.3844515952134,0,0,0,0
Rent,-0.451180337826362,10+ years,-0.1031789807490464,2.2179316855209104,0.47645085326055076,1.3067930649822936,-0.3264900671789613,0.2754131661299569,-0.3273751528441557,debt consolidation,Short Term,2.7511385336896237,0.16106869873606267,0.055812803569764986,-0.2316061639897322,0.0,0.6419336130894543,0.5722167220950154,0.018075425878002774,0,0,0,0
Rent,-1.0396646848624334,6 years,-0.1031789807490464,1.400690352204437,-0.7779532131036585,-0.6115487835054456,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,other,Short Term,2.7511385336896237,-0.7285682986749997,-0.6874006560403033,-0.24112310434976097,0.0,0.6531005216650978,0.5738750144529482,-0.784507649980008,0,0,0,1
Rent,-0.6044127877267493,< 1 year,-0.1031789807490464,-0.8467233144158651,-1.0739361950547643,-0.4639449791004571,-0.3264900671789613,0.628784455931188,-0.3273751528441557,debt consolidation,Short Term,-0.3657364074138682,-0.5965848075640096,-0.7673597067387139,-0.24452201162119983,0.0,-0.5117166118004509,0.357526489461689,-0.47094413169216337,0,0,0,0
Rent,-0.30465503219770884,10+ years,-0.1031789807490464,-1.4596543144032201,0.6173951303801248,-0.5816881454432522,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.36985154659096003,-0.7707802600561872,-0.7639787743624598,-0.27307283270128613,0.0,-0.8111360237547635,0.39471617706210993,-0.8475777867481,0,0,0,1
Rent,1.0508023180434756,6 years,-0.1031789807490464,-0.4381026477576284,0.5751118472442526,-0.11038443086960863,-0.3264900671789613,0.7171272783814958,-0.3273751528441557,debt consolidation,Long Term,-0.35634451469367734,0.11453314023227387,0.4409855245345189,-0.267634581066984,1.0,-0.47836314318488626,0.2322339029225998,-0.23141330243687153,0,0,0,0
Rent,-0.10995130196513402,1 year,-0.1031789807490464,2.013621352191792,-1.172597189038466,0.3709611095120896,-0.3264900671789613,0.8054701008318035,-0.3273751528441557,debt consolidation,Short Term,-0.36474594214675793,0.30147182634896086,0.13932183326324246,-0.2295668196268689,0.0,0.19817747370416303,-0.2385268263954273,0.10437368083908381,0,0,0,0
Rent,-0.597287982456409,9 years,-0.1031789807490464,-0.23379231442851003,-0.43968694801668085,-0.27972713290302315,-0.3264900671789613,1.3355270355336502,-0.3273751528441557,debt consolidation,Long Term,-0.361749114551615,-0.031672709834642,-0.3790596233259249,-0.28394933596989047,0.0,0.1871451466659075,0.14491502931890302,0.14438261704182928,0,0,0,0
Rent,-0.5950276994051287,2 years,-0.1031789807490464,-0.8467233144158651,-0.2564593877612344,-0.3476363593016699,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.37142075700373783,-0.5476598927556252,-0.06581623866597801,-0.2384039785326099,1.0,0.7528285536276803,-0.514047691246645,-0.6974593353957618,0,0,0,1
Rent,0.8864895675330073,2 years,-0.1031789807490464,1.1963800188753184,-0.8625197793754031,0.146553890135606,-0.3264900671789613,-0.6080150583731208,-0.3273751528441557,debt consolidation,Short Term,-0.3593021635794341,0.20146019817089156,0.4077678639378219,-0.23228594544401998,0.0,-0.41186232812632456,0.1227332972655727,-0.14244601483456243,0,0,0,0
Own Home,-0.2663776300901566,3 years,-0.1031789807490464,-0.4381026477576284,-0.8061420685275734,0.3797449483507836,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,other,Short Term,-0.3630344511577887,0.19668148556170054,-0.08821491565866175,-0.23296572689830775,1.0,0.10944173080937057,-0.04090162540216483,0.16620035299105348,0,0,0,1
Home Mortgage,0.6509779009072076,10+ years,-0.1031789807490464,-0.4381026477576284,0.25094000986923254,0.013074851702386786,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,other,Short Term,-0.3691092131499613,0.25943053327524457,-0.6620436632183971,-0.22752747526400557,0.0,-1.1805237285971655,-1.053359932661889,1.0846585990763162,0,0,0,1
Home Mortgage,-0.06125694318646356,10+ years,-0.1031789807490464,0.5834490188879634,1.279833232842123,-0.30663039808987735,-0.3264900671789613,-0.4313294134725052,-0.3273751528441557,other,Short Term,-0.36901917085295133,-0.33000091129413883,1.2619604287984325,-0.2472411374383509,0.0,1.5181875079070857,-0.1890741411582267,-0.7415931928925629,0,0,0,0
Home Mortgage,-0.6421742556595528,3 years,3.1827758201759986,-0.4381026477576284,-0.6792922191199566,-0.07639671275003893,1.6169031898386654,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.36770771510718697,-0.3666377079646033,-1.12489330552759,-0.22752747526400557,0.0,-1.1405030147104243,0.03362029445226711,0.9492889510611271,0,1,1,1
Home Mortgage,-0.2027334643907894,3 years,-0.1031789807490464,0.1748283522297267,-0.5242535142884253,-0.4458696926459587,5.503689703873919,1.2913556243084963,5.395966680095628,debt consolidation,Short Term,-0.3647074507831506,-0.5817366648140231,0.4277998882671277,-0.23772419707832212,0.0,0.718265764753264,0.3736649719879624,-0.8187146633449259,1,1,0,0
Home Mortgage,0.6508550594370294,10+ years,-0.1031789807490464,-0.23379231442851003,3.0275422691248415,-0.26165184644852474,1.6169031898386654,0.05455611000418752,2.534295763625736,debt consolidation,Short Term,2.7511385336896237,-0.2998495103075764,-1.047216384183151,-0.23092638253544442,0.0,-1.5121264888310433,0.5730758782968297,0.8607319786426806,1,1,0,0
Rent,0.35792728964990134,4 years,-0.1031789807490464,-0.029481981099391662,-0.9329919179351902,-0.5670999105880343,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,major purchase,Short Term,-0.36975050676149074,-0.6215023804547913,0.6650568177707626,-0.2316061639897322,0.0,0.23145360694739686,0.14508469958650955,-0.8755185070410186,0,0,0,1
Home Mortgage,1.2771500109939755,10+ years,-0.1031789807490464,1.6050006855335552,1.9140824798802065,0.20846009099625082,-0.3264900671789613,1.1146699794078807,-0.3273751528441557,debt consolidation,Short Term,-0.3631183073427904,1.1029301982332842,2.9174339668312763,-0.24860070034692644,0.0,1.0966721999802298,-0.5715980859443578,-0.3223344818468332,0,0,0,0
Home Mortgage,-0.9476072871108299,3 years,-0.1031789807490464,-0.8467233144158651,-1.8068464360765495,-0.5062530671752722,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.36856002387277803,-0.6061422327823915,-0.4698376576283488,-0.2608367665241063,0.0,0.9193434076456282,0.23667101173749502,-0.6503464587247819,0,0,0,1
Home Mortgage,-1.0349230041135518,9 years,-0.1031789807490464,-0.029481981099391662,0.5328285641083808,-0.15648854979933663,1.6169031898386654,2.0864410263612663,-0.3273751528441557,debt consolidation,Short Term,2.7511385336896237,-0.6237210684519157,-0.411347527519152,-0.23500507126117104,0.0,1.4626390785976127,0.5736795781557447,-0.6978058464834065,0,1,0,0
Own Home,-0.32531696748169564,5 years,-0.1031789807490464,-0.029481981099391662,-1.0739361950547643,-0.36129765638999045,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Long Term,-0.3627203341369217,-0.09078083365546907,-0.786039358117518,-0.276471739972725,0.0,-0.8266494293731571,0.13795667627488353,0.6613071604933071,0,0,0,1
Home Mortgage,0.7468188159403023,8 years,-0.1031789807490464,0.37913868555884506,0.1945622990214026,-0.35171929946538444,-0.3264900671789613,0.4520988110305725,-0.3273751528441557,debt consolidation,Short Term,-0.36641619238900497,-0.16490776853375366,-0.3030731681696129,-0.2452017930754876,0.0,-0.9131712773663212,-0.037065446000633315,-0.1096833506843277,0,0,0,0
Rent,-0.1077155872078893,2 years,-0.1031789807490464,1.400690352204437,0.42007314241272137,0.0026578367982069803,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Long Term,-0.35656652738019823,0.06680290357618733,0.019214210596813826,-0.24452201162119983,0.0,0.0429473563521636,0.24441063204477628,-0.057788677126520034,0,0,0,1
Home Mortgage,0.5276696331422496,3 years,-0.1031789807490464,0.7877593522170818,-0.4537813757286382,-0.04157033665089542,-0.3264900671789613,0.982155745732419,-0.3273751528441557,debt consolidation,Short Term,-0.3663433337364625,-0.24375652658540556,-0.485897086415556,-0.2295668196268689,0.0,-0.978609394864804,0.036826045429025615,-0.06979067720154984,0,0,0,0
Rent,-0.2027334643907894,2 years,-0.1031789807490464,-0.8467233144158651,-0.55244236971234,-0.34838673749392013,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,business loan,Short Term,-0.3637492907676393,-0.7790861176864478,0.11903623900571757,-0.23772419707832212,0.0,0.30226430510951513,0.5161981685821335,-0.9719822607898764,0,0,0,1
Home Mortgage,0.3255708464049422,4 years,-0.1031789807490464,-0.029481981099391662,0.4623564255485937,0.2318763045838245,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.35973381672845933,0.5589534128870391,0.6083416771590993,-0.22616791235543005,0.0,0.20931998350434516,-0.04683999333371845,0.05047610932925453,0,0,0,1
Rent,-0.5154018584355672,6 years,-0.1031789807490464,-0.4381026477576284,-0.8766142070873605,0.16793966861473786,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.36309974900676545,0.002347172787932199,-0.7178290474265906,-0.2268476938097178,1.0,-0.5338240780281203,0.06759883494326706,0.7080388018831134,0,0,0,1
Home Mortgage,-0.4577892089219535,8 years,-0.1031789807490464,-0.6424129810867467,2.3228208835269712,-0.08683579760104962,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.36613094389084344,-0.2869356083755959,-0.3357836889098718,-0.2268476938097178,0.0,0.020811346904843913,0.08883325457712123,-0.25325376414005096,0,0,0,1
Own Home,0.25098150571269023,3 years,-0.1031789807490464,0.9920696855462001,2.0550267569997804,-0.15121383250675405,-0.3264900671789613,-0.4313294134725052,-0.3273751528441557,debt consolidation,Long Term,-0.3539188714406362,0.27877294145530346,0.8506700052271153,-0.2431624487126243,0.0,0.5421073699069975,0.22562652951516432,-0.2589096591388185,0,0,0,0
